model.layers.0.self_attn.o_proj.weight	26214400	6748258	13926506	7178248
model.layers.1.self_attn.o_proj.weight	26214400	6748258	13926506	7178248
model.layers.2.self_attn.o_proj.weight	26214400	6748258	13926506	7178248
model.layers.3.self_attn.o_proj.weight	26214400	6748258	13926506	7178248
model.layers.4.self_attn.o_proj.weight	26214400	6748258	13926506	7178248
model.layers.5.self_attn.o_proj.weight	26214400	6748258	13926506	7178248
model.layers.6.self_attn.o_proj.weight	26214400	6748258	13926506	7178248
model.layers.7.self_attn.o_proj.weight	26214400	6748258	13926506	7178248
model.layers.8.self_attn.o_proj.weight	26214400	6748258	13926506	7178248
model.layers.9.self_attn.o_proj.weight	26214400	6748258	13926506	7178248
model.layers.10.self_attn.o_proj.weight	26214400	6748259	13926507	7178248
model.layers.11.self_attn.o_proj.weight	26214400	6748259	13926507	7178248
model.layers.12.self_attn.o_proj.weight	26214400	6748259	13926507	7178248
model.layers.13.self_attn.o_proj.weight	26214400	6748259	13926507	7178248
model.layers.14.self_attn.o_proj.weight	26214400	6748259	13926507	7178248
model.layers.15.self_attn.o_proj.weight	26214400	6748259	13926507	7178248
model.layers.16.self_attn.o_proj.weight	26214400	6748259	13926507	7178248
model.layers.17.self_attn.o_proj.weight	26214400	6748259	13926507	7178248
model.layers.18.self_attn.o_proj.weight	26214400	6748259	13926507	7178248
model.layers.19.self_attn.o_proj.weight	26214400	6748259	13926507	7178248
model.layers.20.self_attn.o_proj.weight	26214400	6748259	13926507	7178248
model.layers.21.self_attn.o_proj.weight	26214400	6748259	13926507	7178248
model.layers.22.self_attn.o_proj.weight	26214400	6748259	13926507	7178248
model.layers.23.self_attn.o_proj.weight	26214400	6748259	13926507	7178248
model.layers.24.self_attn.o_proj.weight	26214400	6748259	13926507	7178248
model.layers.25.self_attn.o_proj.weight	26214400	6748259	13926507	7178248
model.layers.26.self_attn.o_proj.weight	26214400	6748259	13926507	7178248
model.layers.27.self_attn.o_proj.weight	26214400	6748259	13926507	7178248
model.layers.28.self_attn.o_proj.weight	26214400	6748259	13926507	7178248
model.layers.29.self_attn.o_proj.weight	26214400	6748259	13926507	7178248
model.layers.30.self_attn.o_proj.weight	26214400	6748259	13926507	7178248
model.layers.31.self_attn.o_proj.weight	26214400	6748259	13926507	7178248
model.layers.32.self_attn.o_proj.weight	26214400	6748259	13926507	7178248
model.layers.33.self_attn.o_proj.weight	26214400	6748259	13926507	7178248
model.layers.34.self_attn.o_proj.weight	26214400	6748259	13926507	7178248
model.layers.35.self_attn.o_proj.weight	26214400	6748259	13926507	7178248
model.layers.36.self_attn.o_proj.weight	26214400	6748259	13926507	7178248
model.layers.37.self_attn.o_proj.weight	26214400	6748259	13926507	7178248
model.layers.38.self_attn.o_proj.weight	26214400	6748259	13926507	7178248
model.layers.39.self_attn.o_proj.weight	26214400	6748259	13926507	7178248
total	40 matrices	1048576000 weights	+287129920 B
